Page
"사업,다망,전번,봄,국어사전,반가히,지금,보존,동무,현성,향정부,장편소설,책,욕심,주고나니,섭섭,아쉬운,딸,책,찾아오라면서,울지않겠습니까,딸애,달래면서,요청,미안,국어사전,간절히,부탁,옛노래집,요구,체면,요구,마음,미안,부탁,수평,간단,량해,분망,사업터,바삐,중화인민공화국,흑룡강성,철력현"
"딸,넷,둘째딸,병,고생,낫지않으며,의사,모엿고,약,섰습니다,생활경제,타격,해결,않아서,요구,동이보감,특수한약처방,부처주시면,셋째딸,조선족고중,넷째딸,일한사전,한중사전,고향생각, 음식료리,가옥설계,풍속,값,부치는값,얼마나,어떻게,부치는지,정확히,알려,례절,란잡,무정한요구,한짜,많아서,미안,량해"
"정부,소수민족,특수정책,우월,평소,기부,당할때,많은것,우리민족,그리며,한국,물질문화,그리운지,요청장,허가증,부탁,우리민족,물질문화,흠상,문명,정신세계,배우는,가치,창조,중국,돌아와,큰가치,개방정책,실시,한국,방송국,선생님,만나,뵈렵니다,련계주소,중국,흑룡강성,밀산시,우전국"
"형,구씨,길림성,왕청현,대흥구,중국,떠난시간,1946년,조선,형,구씨,제시,십리평철로,종사,대흥구국제주식회사,종사,맞형,구씨,동생,구씨,맞형,사망,동생,형,구씨,찾고,형님,두고간,41세, 선생님,형,구씨,서울,있다는,소식,듣고,편지,수고,귀체만강,중화인민공화국,길림성,왕청현,왕청전,신민마마정부"
"안녕히,중국,길림성,안도현,영경향정부"
"어머님,67세,만약,이모님,계시지안으면,자식들,소식,전해,나의주소,중국,길림성,안도현,영경향정부 "
"모친,저희,상경,작은아버님,안부,전하고자,여의치못하여,저,우선,서신,집안,안부,전하고저,혜량,숙부님,서신교류,주소,우송"
"흑룡강성,해림현,인사,알아맞추기,답안,동해빠다,일제,침략자,제주도,앞섬,회생,리순신,3월,21일,문제,책,두권,한국,료리,민간료뻡,책값,금액,대한민국,림서청사,재건,소식,축하,백범김구,애국주의,정신,가정,부모,처자,내나라,순고,혁명,정신,감상,사촌,형님,강씨,1945년도,서울,이주,70세,고향,라진읍,고채평,산골,한천,농사,1940년도,중국,이주,어머니,고향,경흥군록야리,무남독녀,사촌,형님,평안도,순천,서울,이주,부친,82세,어머니,남증손녀,76세,이미,사망,1943년도"
"43년,혈륙,찾으렷고,노력,헛공사,형님,누님,친측,심정,못아라주고,형제,망네,엄성,귀방송국,해외동포,아품,해결,82년,책자,화보,편지,도착,소식,결과,모국,고향,한가지,문의,형님,직업,이곳,정부,료해,삼성전자,사업,력사,성명,국가기밀,형,정황,료해,망난동생,홍구가,고향땅,편지,기다리고있다,전하여,소식,교래,려행,형제,친속,대면,생각,고국화보,천세력,자식들,부탁,무술,권투책,희망,5월말,라디오,앞에서,기다리겠음니다,홍지,미안,양해,월말,방가운,목소리,기다리겠음니다,흑룡강성,오상현"
"동지,붙쳐온,한중사전,국어사전,감사,저,당신,책,강씨,아들,부친,책,기쁨,당신,감사,조선족,동포,고향,시대,대한민국,길림성류하현,조선족중학교,일본어,가르치고,조선어,해석,일본어회화책,부탁,진명출판사,비즈니스일어회화,중고급,부탁,미안,수요,모르겠지만"
"서울,사회,교육,방송국,담당자,동지,오늘,아주,격동,심정,한국,정부,자기,민족,혈통,친척,찾아주기,온갖,정성,사회,교육,방송국,KBS,방송국,전체,동지,뜨거운,감사,표시,새로운,한해,친절,위문,중국,땅,이곳,많은,조선족,동포,자기,혈통,친척,찾았다는,기꺼운,소식,친척,방문,려행,동무,자기,혈통,선배,아버지,찾을,용기"
"그때,어린,시절,기억,아버지,자동차,운전,저전거,수리방,수공업,종사,똑똑,기억,외삼촌,한분,그리운,어디,일가,친척,우리,두형제,세상,부모,중국,훈춘현,양수향,남,집,고아원,지금,큰딸,강씨,연변,인쇄창,공작,동생,복장,공장,종사,방송국,책임,동지,조선족,혈통,정성,한국,정부,전체,직원,뜨거운,감사,죄송,방송,우리,집"
"감사,동포,애청,해외동포,친척,문제,해결,국내발전,국제정서,88오림피크,우리나라,위대한,공업,문화생활,최근,사회주의국가,외교,경제협조진출,동남아,우리민족,부지런,지혜높은,60여년전,조국,떠나,해외,지내며,화평통일,성공,바랍니다,구씨"
"어머님,안녕,어머님,형님,가내일동,옥체건강,순리,형님,년로,어머님,봉양,고생,회신,늦어,죄송,량해,그리운어머님,저,가정,무고,안심,아이들,공작,잘하고,저,아직,상반,어머님생전,한번,고향,돌아가,상면,생각,그곳정부,동의,소식,군굼,이곳정부,부모님,한국,계시고,생전,한국정부,동의서,려행,비준,다음서신,그곳정황,상세,전하여주십시요,제,서신,동생,영향,렴려,안부,전하여,부탁,장조카,수고,정황,알아보고,힘:써주시기,바랍니다"
"찾을사람,이름,강원근,69세좌우,관계,아버지,헤어진곳,조선평양특별시,잦은외조모집,시기,6.25,조선,전쟁당시,평양,림시정부,관원,출근,북근,재진격,남,정부관원,미군과원들,호위,미군,중카차,앉으시며,지금,그때,그날,광경,머리속,기억,추억,부친,동반가,친처남,김용숙,외사촌처남,박제운,대학,내밀실,남군,주둔시기,함께,사업"
"찾는사람,강옥미,51살,관계,딸,강시가문,장자,무남독녀,당시,동반자,모친,김용옥,외조모,안명숙,아버지,고향,평안남도안주군연안면,사업,서기공작,지주,강병삼,장자,남동생,여럿,유일,녀동생,강원숙,하나,평양,남군정부,전부,점령,당시,평양특별시정부,출근,집,국군,미군,사령들분,대학문화정도,설치,중학교,교편,정치로선,다른,남편,월남가정,중국,생활,조국,떠나,망명"
"안녕,오늘,사업,분망,친인,찾고저,애탄,마음,편지,1년,종무소식,렴치,불문,필,부친,강씨,올해,69세,고향,평안남도,만주군,연안면,장자,장녀,지금,년령,49세,6.25전쟁,1950년,남군,이북,진격,조선,평양시,림시정부,출근,사부,정부,무력동지들,함께,남,그때,가정동반자,김씨,안해,동생,박씨,외사촌동생,우리,사연,조국"
"책임동지,앞,안녕,오늘,사업,친인,찾으려,마음,필,부친,강씨,올해,67세,고향,평안남도,만주군,연안면,장자,장녀,강옥미,지금,48세,6.25전쟁,1950년,남군,이북,진격,당시,조선,평양시,서평부,출근,사무,정부,남,그때,가정동반자,김씨,안해,동생,박씨,외사촌동생,우리,조국,외조모,안씨,이국,망명,지금,중국,길림성,화룡현,부흥항,백리촌,거주,고향방문,한번,가지,저의,모친,병,외로이,몸,중병,40여년,가슴속,간절,유일,소원,그들,소식"
"앞날,생활,사업,도움,본보기,중국,14기,당대회,개혁개방,발걸음,더욱,빨리,다그침,더불어,경제,발전,각개,방면,흥성,발전,여기,발달,선진국가,기술,관리방법,자금,적극적,물론,우리,위대,한국,영향력,특히,한중수교,성립,친선우의정,여러,방면,래왕,깊어지고,오직,래왕,호상,발전,우리,언제,문앞,나들,배,안타고,마음대로,래왕,오직,남북한,통일,그때만이,타국,한인동포,으쓱"
"민족,소리,KBS,사회교육,방송국,안녕,사업,분만,보귀,시간,짬,타서,편지,보아,감사,중국,길림성,돈화시,애청자,사람,기업,기관,사업,고OO,오늘,두번째,당신,전번,5일날,아마,주소,잘못,적혀,전번,주소,대한민국,서울,국장선생,다시,편지,오늘,그제날,한중대립,불정상화,관계,종말,벗,수교,정식,이룩,경사,조상,고국"
"친족,찾으려,4세,맏형님,중국,상해,부친,강씨,둘째형,세째형,누님,찾고잇은,저,다섯째,6세,누님,중국,화룡현,복동진,장대촌,오씨,가문,믿며누리,시집,세째형,쟁재촌,혁명활동,소식,몰으며,저,부친,같이,중국,남구,둘째형,집,온후,누님,형님,소식,몰으다,성장,복동진,장재촌,수소문,눈님,남편,사망,복동,남양탄광,일,결혼,해방전,조선,강원도,황해도,같다,소식,맏형님,일음,몰앋,대짜돌림,친족,형제,이름,아시리라,친척,모두,조선,남반부,후손,소식,기다리곗음,저,중국,길럼성,안도,용접기공장,강씨"
"존경,대한민국,민족,소리,KBS,사회교육,방송국,안녕,사업,다망,감사,중국,길림,돈화시,청시자,모기업,기관,사업,고OO,한중대림,불정상화,관계,조상,고국,마음,억제,필,한중수교,타국,한인,동포,소원,현실,꿈,생각,번영,부강,일사천리,내달리"
"중국,흑룡강성,쌍압산시,해방전,자형,이씨,누님,구씨,외조카,흑룡강성,목릉현,이수진,살다가,목릉현,이사,구씨,누님네집,공부,북지,편지거래,고국,갔다,소식,무소식,중국문화대혁명시기,서울제2방송국,형제이름,친척"
"한국,방송국,여러분,노고,감사,발송,망향,편지,전화,연락,통화 중,서신,의정부시,가능동,강씨,사망,생존,금년,74세,연락처,서울,도봉구"
"고국땅,화평단결,민족통일,동포,전쟁,한민족,염원,통일,남북전쟁,분게선,기막힌사연,일본,조선한반도,식민지,일본군국주의,김일성,리승만,잇차세계대전,쏘련,미제,해방,남북,정부,정책,비법행위,인민,보호,인민에심,대단결,자유에물결,서로,손자부며,삼십년전. 만세소리,새마을건설,이야기,방송,통하여,알여주기바랍니다,제일방송,잡음,잘들리지안습니다"
"아버지명함,살아계신다면,85세,병,1960년,세상,떴습니다,아버지,돌아가기전,누이,11살,나의나이,6살,어머니,생전,생전,충정남도,절라도,강,사이,어느곳,할아버지일가,살았다,고국,장가,리혼,아들,잊어버리게되었습니다,1926년좌우,일본,찾으러간후,일본녀성,가정,이루어,생활,잊어버린아들,여기저기,다니다가,점쟁이,말,아이,중국,들어왔다,아버지께서,남조선으로,찾아,중국,인춤병사,혁명군"
"날고싶은,겨례,1984년,착수,홍범도전기,마무리,교부,안해,귀여운,자식,독립,바친,백의동포,홍장군,칭송,한국,북조선,쏘련,핀란드,일본,조선학자,도움,감사,학술교류,뛰여들려,출판,50년대,우표,수집,애호자,한국올림픽,기념우표책,애석,한민족광복투쟁사,받지못하였,필요,책"
"선생님,안녕,새해,맞아,신년카,반갑게,받아,선물,받을때,감격,중국정부,대한민국정부,건교,력사적,중국방문,계기,우호관계,발전,믿습니다,조선반도,평화통일,그날"
"서울,떠나는,고국,방문길,우리,친혈육,그네들,어디에,있는지,이곳,흑룡강성,상지현,지금,상지시,하동향,소재지,장씨,가정부녀,어머니,친척,찾는,사연,적어,귀방송국,숱한,력서,감사,마음,대신,안해,앞으로,서신,련락,친척,찾는,사연,장모,김씨,녀인,친척,애타게,고향,전라남도,순천군,지난번,편지,충청도, 지금,살아,생존,71세,64세,세상"
"경의,뜻,책자,민족적,긍지,행복,통일,총궐기,이산가족,상봉,스포츠교,류,과학적,교류,6.25망상,민족,반역자"
"소중한,시간,따뜻한,축하,상봉,기쁨,영광,오빠,그립던,한국,가보려,지난,여름,얼마나,고생,소원,성취,너무나도,좋아,심장,6년,긴시간,방송국,떨어질,인연,못하고,등지고,해외교포,합쳐,평화적,통일,그날,우리,조국,승리"
"과학기술,교류,불신해소,88년도,세계올림픽,찬란,력사,슬기로운,단결,힘,평화,소박,농민"
"사회주의,의원,검찰원,법원,억울함,문화혁명,조선족,정신환자"
"문화혁명,조선사람,초명,사업심,허00,이00"
"필요,물품,어머니,예수교,책,애인,가요무대 백회,녹음편"
"안녕,선생님,서신,도착,고향,덕신장골,동물사,이사,아버지,명함,김씨,오빠,조카,룡정은진학교,졸업,석현소학교,교원,우수교원,왕청대흥구,교장사업,담당,해상후,오빠,아버지,집,아들,당시,5살,아내,남조선,소식,현재,나이,78세,79세,희망,심혈,부탁,우표,애호가,수효,물건 발송인 : 1994년 7월 30일"
"살다가,하동구,이사,고모부,같이,한곳,살다가,졸업,하얼빈시,사업,고향,떠난지,이미,50년,세월,고향,친척,아직,못찾고,하얼빈,참관,선생님,고향,이야기,당시,정부"
"안녕,오늘,수고,KBS,사회,교육,방송국,보고싶은,얼굴,그리운,목소리,방송,담당자,전체,선생님,충심,인사,중한,수교,두나라,우호,발전,꽃,좋은,형세,고국,래왕,고국,발전,국민,알들한,생활,모습,기대,영원,벗,우리,한민족,단합,세상,필,문제풀이,회답,참고,부탁,문제,정답,농가,3요소,칼슘,질소,린,많은,방조,지도,요구,지금,우리집,소학교,5학년,영어,공부,지도,능력,방송국,영어,기초,학습,참고,책,기초,학습,영어,록음,테프,구입,감사,구고사전,신체,건강,축원,길림성,유수시,방송국"
"선생님,안녕,중한,수교,두나라,발전,우리,중국,동포,더욱,고국,고국,원망,언제,념원,실현,꼭,그날,선생님,정성,민병철생활영어해설,테이프,책,정말,감사,새해,이날,한해,수고,심혈,해외,동포,봉사,방송국,애청자,한사람,선생님,얼굴,이세상,제일,좋은,친절,감정,사랑,수요,물품,구입,보내주겠습니다,약속,미안,새해,명절,기분,옛노래,카셋트,애창가요반세기,굉장이,감사,중국,길림성,유수시,방송국"
"념원,중국땅,해방,인민들,신세,고치게,고향,돌아갈수있는길,막히게,48세,홀몸,중국땅,안해,얻어,50세,아들,하나,형제들,국자돌림,개혁개방정책,실시,길,트이자,문화혁명,특무,감투,박해,국세,혈육,애타게"
"중국,흑룡강성,연수현,조선족중학교,고등학교,3학년,김씨,선생,37세,지난해,한중수교,한국대통령,중국,호상방문,교포,한국방문,한중관계,경탄,발전,부탁,책자,자습,실용일어회화,국민학교,어린애들,영어책자,우리말,음역,주해,중국교포,서울,강남터미널,종합서적"
"책방,고등학교,선생,외국어,모르는,안탓까움,어린애,앞날,생각,개혁개방속,시대,발전,해외교포,발전,시대,적응,이국땅,생존경쟁,책자,감사,회신,1993년2월20일"
"본인,중국,출생,선조,뼈가묻힌곳,생소,근대,국세,변화,외계,해촉,24회올림픽경기,중국,한국,경제,민간교류,많아,한국,부유,강대,민족,로동자,양친,잃었읍니다,병,회갑전,별세,부모,병환,도움,자식,책임,환자,볼때마다,내가,의학,배우면,안되겠느냐"
"신체건강,머나먼,중국,동포,해외,수고,행복,건강,축원,고국,귀중,선물,한중사전,몇일전,받았습니다,중국,금년,가처,홍수,재해,농장,재해,대풍작,문제푸리,정답,바비론문명,요구,물품,도움,옛노래,민요"
"해외,거주,동포,고국,아침,저녁,방송,즐거운,나날,문제푸리,흥취,정답,명나라,전번,고국,선물,한중사전,한가지,부탁,귀중,한중사전,중한사전,한권,보내주시면,감사,민요,카세텦"
"문제푸리,정답,울능도,멀고먼,해외,동포,고국,매일,방송,해외,동포,절실,필요,한중사전,한한사전,보내주시면,감사,민요,가세텦,보내주시면,고맙,중국,구하기,어러우니,중화인민공화국,료녕성,창도현,보력공장"
"해외,거주,동포,수고,새해,1991년,신년,축하,아침,방송,문제푸리,정답,서재필,사업,수요,한중사전,한한사전,보내주시면,감사,민요,가세텦,보내주시면,고맙,동포"
"8도민요집,받았습니다,비용,거액,해외동포,노력,깊은사의,편지,5월,24일자,받았으며,8도민요집,6월,5일자,받았습니다,동의보감책,받지못하였,중한사전,한중사전,부쳐,감사"
"중국,다섯살때,46년,세월,춘절,새해인사,한국의책,한민족광복투쟁사단책,받았습니다,1월,10일,원단,의문편지,조선력사,안중근,혁명적사실,중국영화,보았습니다,조선인,36년동안,일본놈,압박,피눈물,두만강,건너,고향,리별"
"중화인민공화국,정부,많은관심,기뿐회답,안녕히,아이들,조선말,모르기때문,록음떼쁘,유행가,조선사전,보내주시면,도움,감사,죄송,김씨,중국,섬서성,서안시,국영홍기,수표장,동력차간"
"안녕,이국동포,위해,심혈,숭고,사업,몰붓고,선생님,방송원,문안,고국,한국,문화교류,증진,우의,믿기때문,나,학습성적,제고,속담사전,수수께끼집,요구,부쳐주시면,감사,날씨,한여름,무더워지고,선생님,건강,옥체,사업,몰두,성적,이룩,축원,1986,5,13"
"친속,찾아줄려고,노력,방송국,감사,책,고국,외국,거주,동포,개인,사일,중국,선진기술,학습,외국인들,려행,환영,기업가들,장사,기업,정부,지지,친척,도움,누님,남조선,고향,강원도,매부님,일본시기,일본말,한약,1989년8월5일"
"할머니,선생님,기회,부탁,방법,헤여진,형제,상봉,소원,성취,희망,방조,국어사전,한중사전,중한사전,이국땅,고유,조선글,필요,벗,서신거래,욕망,간절,회신,고대"
"해외동포,수고,인사,제10회,아세아운동경기,민족,영예,한국선수,박수,텔레비죤,방송,우리집,일곱식구,눈물,한족사람들,여론, 조국,대한민국,영생물멸,세계올림픽,강국,금년,4월,23일,서신,7월,28일자,옛노래책,부송,영무소식,확인증,향정부,우체국,봉견,길,멀어만지는것,옛노래책,부탁,문제풀이,외할아버지,고모님,보내신,서신,문제풀이,선생님,전해줄것,부탁,11월,2일"
"찾아주신,동생,편지,받아보았습니다,고향,그리워,몇년전,다리,상해서,중국정부,혜택,이웃,한국분,신세,이웃한국집,아들,양자,도와주고있습니다,26세"
"신체,소아마비,안해,중국정부,변방부대,국외,북조선,호송,소학교,1학년,딸,환자,수심,한국방송,동무,선조,땅,산천,연변방송국,련합공연,라지오,호상래왕,방송,절목,부탁,편지,전해주실수,1993년,1월,3일"
"로태우,대통령,중국,길림성연길시,조선족,1956년,김씨,소아마비,불구,안해,변방대대,북조선,호송,소학교,1학년,딸자식,무선전수리,경제래원,장사,자금,정부,방조,중국인민화폐,10만원,꿔주신다면,장사,흑룡강성,콩기름,10전,15톤,량해,1993년,1월,3일"
"저,일찍이,부모,잃고,50고령,넘었, 고향,남쪽,기역,정부,믿고,방조,저,령감님,풍,둘째딸,3살,소아마비,저,척추결핵,경제,곤난,첫째,경제방조,둘째,고국,려행,수속준비,요구,"
"중국,생활,숙부님,누님,강씨,서울,예수교,로인,애명,54세,매부,김씨,중국,무순시,리석재촌,1948년,조선,인천,모집"
"김씨,중국에,국어사전 ,기뻤습니다,중국정부,소수민족,존중,자기들의,민족어,학습,성심껏,고국어,선생님,편지,받아보았습니다,책을,다음에,하자고,그래도,안왔으니,회답,미루어,생각,학교,순조롭게"
"국민,생활,서울,전매국,산하제반,사업부문,발전,정부,배려,통신,래왕,동창,그리워,6.25,넘겼는지,주소,몰라"
"문의,상식,말씀,우리말,사전,국어사전,한중,중한사전,수요,사전류,우리말사전,출판,학생,외국어,영어,일어,옛노래집,민요집,화보,정서생활면,책자,직업,취미,청중요청,만족,몰지각,일부,청중들,비현실적,호의,토정비결,봉건유신,송부,요청,악영향,잘못,자각,중국,외국,검열,본국,정치,경제,문화,도덕,출판물,관계당국,통과,사회체제,책자송부,듀의,여담,희망곡요청,왕서방민서,요청,묵살,부탁"
"82년도,선생님,보내신,서적,도움,신중국어사전,두번,요청,한중자전,비슷한서적,교육한자사전,서울의풍경,서울의영화그림,영화내용소개,일본풍물의삽투"
"동지,보네주신,서신,잘받아,신체건강,직책,사업,다만,저,화보,구구사적,매일,네여보고,설설,마음,잋어버리고,남조선,생각,헝제,구씨,어릴돠,부모일고,헝제,남에집,도라다니면,그립게,자라서,저,조선,나갈계혁,구씨,만나보고십어,소식,모려고,답답,동지,이곳정부,나,이곳,친척,없고,연감,서상더고,남조선,보네달라,하니"
"남조선,오라,편지,있는가,하는되,저,설설,동지,진주사진관,구씨,차저주시기,바람니다,수고,엋더게,저,나갈힘,서주시기,부탁,올라하는편지,있어면,이곳정부,정명,보네주곘담니다,수고,정명,하여주시기,바람니다"
"이씨,방송사업,길림성혼춘시경신진,김씨,사회교육방송,편지,새가족,소개,혼춘시공로단,이도포도로보수반,도로보수사업,보수반,15km,도로,자갈길,개인날,먼지,흙탕물,향촌도로,매일,중한수교,회복,화물,연길,훈춘,경흥다리,조선라진항구,련결,공로료,부산항구,세계여러나라,수송,운수로,개통,화물,자랑,중외,중한무역발전,힘"
"올림픽,연변연길시,국가정부,개방도시,자결권,무역,외국투자,기업경영,장백산천지,명승유락지,대자연,답신,자결권,유람객,하늘아래,답신,형님,기쁨,상대한,정다운감,고마운일,재삼감사 드리면서,이만,앞으로"
"경비,귀국선,마지막,날조,환고향길,주소,담보,물가온정,은행당국,복구건설,625남북전쟁,저금행표,북한측정부,서방자본세계,남조선,일본,미국,서신거래,봉쇄,처벌,개방정책,중국,저금한,처부,찾지못할돈,경제상,부족,오늘발,실시,시종저축한,력사적인배경"
"경영관리론,새해달력,받았습니다,감사,다른지방,출장,례물,받았,오늘,필,들게됬습니다,나,오늘의세계,절목,듣고,반시간,짧은,마직막,십분뉴스,의견,20분,기자들,보도,시간상,길어진,처음,소개말씀,많아진,새해인사,고국,중국,민간적,경제교류,진행,언어문제,동북지방,제약,상해지방,복장가공,합작,한국무역진흥공사,련결,흥취있는,분,기업,상세한,재료,보내,조중의학,화학"
"30일좌우,고국,올림픽,개최,열렬,축하,공작,바쁜,시간,매일저녁,11시,중국,여름시간,오늘의세계,듣고,방송,세계,발생되는,소식,우리나라,중국,기쁜,일,신문,옛날,일제,짋밥힘,벗어나,일본,능가,경제실력,감탄,외교관계,없는,경제합작진로,28개,기업,회사,네개현대화,조선민족,자랑,모든,자금,경영내용,묶어진,책,일본,관한,내용,부탁,조선글,록음태프,복제,잘못되여,듣지못하고,남성소합창,형식,연창,가사"
"중국,길림성,연변조선족자치주,농업기계국,사업,김광수,한국,수교,충심,축하,세인,경제비약,큰어머님,친지,사연,명함,김씨,천진시,적봉도,98호,외사촌녀동생,박씨,70세좌우"
"1992년,12월13일,서울,편지,무소식,재차,내용,수십년간,네채이모,박씨,71세,한중사전,히망,1945년,이모부,리씨,당시,남산,골,서울일대,생활,풍부,국어사전,옥편,문법책,중학교국어책,중국,중국대학,중국글,우리글,익숙,번역,임무,우리말,련습,책,골머리,요구,량해,김광수,주소,중국,요녕성,철령 발송일 : 1993년 2월 26일"
"중한,량국,외교관계,래왕,중국,한국,욕망,고향,정황,이모님,두분,서울일대,소식,련계,맞이모,이름,작은이모,박씨,금년,70세,외정시대,료녕성,동풍,강평,1945년,봄,이모부,이씨,남강일대,편지,수십년,부친,김씨,어머니,82세,형님,60세,누님,58세,김광수,50세,자녀,중국글,민족,언어,명년,여름,북경,회사,요청,통역,고향땅,수요,한어,중국어"
"세무사업,종사,수요,일어,영어,한어,중어,해석,외국어사전,한글,설명,중국,조선북반부,북한,의식형태,문화대혁명,교훈,당,정부,정책,변동,추궁"
"망향,편지,담당자,일제,6.25사변,비운,역사,통한,세월,이산가족,아픔,프로그램,방송국,노고,경의,일본,외무성,국제교류기금,초청,연수,김제서고등학교,일본어교사,이씨,생활,연수생,중국,교포2세,김씨,귀국,어머니,근황,편지,주소,중계,직접,홍보,사연"
"흥성발전,한국,모습,중국,위망,높으며,기업가,합자기업,꾸리고,서울,친척,없어,심양,나,찾아,공장,당뇨병치료기,반신불신치료기,다공능깔개,시험제작,자금,부족,사람,찾고,한국기술,산품,갖고,생산,몇일전,기술재료,번역,사전,없어,일본어,영어,사전,겨우,번역,수요,영한사전,한중사전,중한사전,수고"
"경제위기,조국,길림성,사업,김씨,사회교육방송,연길,하남지역,중소기업,인구,경제사정,시장조사,중국,돈벌기,점검,가능성,정부,종교단체,민간단체,사회단체,현재상황,두만강,보금자리,탈북자,기회,땅,중국대륙,가능성,중국,미래"
"개인,한국정부,민간단체,사회단체,종교단체,지원,수용,임시보호소,사랑의집,보금자리,마련,편지,단체,해결,조국,단체,용기,책임,시장,접촉,생활,점검,소식"
"중화인민공화국,흑룡강성,목단강시,동1로,혁명가,6호,강성대,조선,친척,찾기위해,편지,조선,경기도,양주군,화도면,월산리,조카,강씨,강원도,춘천군,남면,강초리,외조카,리씨,강씨아들,강두한,아들,주소"
"둘째사연,맏딸,1975년생,24세,작년1997년9월4일,랑군,출가,한국,발전,한국서울,욕망,아버지,처,딸집,초청,1992년,외삼촌,초청,어머니,친척방문,한국정부,불법체류"
"우리민족,가요무대,방송국여러분,신청,정부허락,중국,할아버지,할머님,경로원,금수강산,우리민족의노래,소원"
"자식,일본,미국,나라,국외,자기동포,귀국,환영,죽은시체,외교수단,도외시,멸시,배척,중국,우리동포,2백만,1세대,몇십만,이북,통일,2천만,가난뱅이,북한사람들,재중동포,치안,사회질서,문란"
"설계,귀국,법률,순종,왜놈,식민지,생활,끝,다시,분렬,우리,민족,일원,같은,성씨,한본,조선,사람,자기,조국,친척,힘,그럼,아래,간력,소개,식구,문화,일급,교사,신체,건강,학창,생활,부대,생활,성정부,사업,한어,교수,사업,일어,교수,사업,연변,사회주의,학원판,공실,사업,최후,사업,성취,취득,옥체건강,축원"
"겸사,아래,몇가지,중요,부탁,금년,서울,책임자,이씨,선생님,단장,일행,방문단,이곳,연변,방문,유감,비행기,다음,소식,그후,다른,사람,그분,주소,편지,목적,두나라,경제,교류,도움,중국,북경시,한개,유명,전자기곡단,련계,무역,왕래"
"설정,의도,그분,초면,지금,음신,KBS,사회,방송국,이미,왕래,지금,변하지않는,감정,편지,왕래,서로,두나라,경제,문화,교류,설정,무엇,미안,귀하,심정,상황,소개,서신,왕래,힘,다음,부탁"
"중요,회사,다음,만약,허락,한국,정부,정식,수속,귀국,발음,품사,실용,회화,용의,이런,일,수요,이상,무리,요구,제출,매우,미안,최후,선생님,건강,성취,축원"
"남조선,오직,감정,뜻,국제,원칙,제도,원칙,나라,규정,위반,전제,전번,서울특별시,인연,서로,생소,사이,주동,편지,중국,번영,찬성,간절히,부탁,대한민국,외교,관계,설정"
"다른,도경,경제,문화,교류,투자,환영,유감,편지,한장,지금,련계,길림성,단위,소개,안내,번역,업무,제공,만약,동의,관계"
"새해,인사,중국,북경,외문출판사,근무,김씨,중국,한국,민간,교류,활발,고향,친척,방문,일가친척,서신,왕래,상봉,도움,형편,부친,모친,1938년,음력,7월,금당실,떠나,광복전,1939년,대학,취직,이사,아명,어성김씨,함양박씨,1985년,별세,생전,81세"
